脆弱性アナリストは、企業の内部開発ソフトウェアにゼロデイ脆弱性を特定しました。現在の脆弱性管理システムにはこの脆弱性のチェックがないため、エンジニアに作成を依頼しました。これらの要件を満たすのに最も適しているのは次のうちどれですか？,OVAL,ARF,ISAC,Node.js
ある会社は、ミッションクリティカルなプロセスを運用するために使用されるソフトウェアのライセンスを購入することを決定しました。サードパーティの開発者は業界に不慣れですが、現時点で会社が必要とするものを提供しています。サードパーティがアプリケーションのサポートを停止した場合に、ソースコードエスクローを利用することで企業のオペレーショナルリスクが軽減される理由を説明しているのは、次のうちどれですか。,会社は、開発を継続するために最新バージョンにアクセスできます。,会社は、新しい開発チームを雇うためにサードパーティの開発者から支払いを受けます。,会社は、サードパーティの開発者にサポートの継続を強制することができます。,会社はサードパーティの開発者の開発プロセスを管理できるようになります。
アプリケーション開発者は、サードパーティのバックグラウンドセキュリティ修正をアプリケーションに含めています。修正により、現在特定されているセキュリティの問題が解決されたようです。ただし、アプリケーションが一般に公開されると以前の脆弱性が戻ったという報告があります。このタイプの動作を最もよく防ぐために、開発者は次のうちどれをプロセスに統合する必要がありますか？,回帰テスト,ユーザーの承認,動的分析,ピアレビュー
金融セクターの企業は、電子メールを介してかなりの数の顧客トランザクション要求を受け取ります。CIRTは、セキュリティ違反を認める根本原因分析を実行しているときに、侵害されたアカウントのいくつかにアクセスできるカスタマーリレーションズの従業員が使用するデスクトップのIPアドレスからのポート80トラフィックの異常な急増を関連付けます。その後のデバイスのウイルス対策スキャンでは結果は返されませんが、CIRTはデバイスで実行されている文書化されていないサービスを検出します。次のコントロールのどれが、将来の同様のものの発見時間を短縮しますか。,ホストベースのファイアウォールを展開し、ログをSIEMに送信する,ウイルス対策DAT更新のリズムを1日2回に増やす,アプリケーションのブラックリストの実装,着信添付ファイルを自動的に隔離するようにモールを構成する
企業は、住宅ローンの承認要求を処理するために、EUに居住する個人の個人クライアントデータを保存します。ビジネスのITマネージャーが考慮する必要があるのは次のうちどれですか？,個人データ消去の権利,会社の年間収益,Webアプリケーションの言語,個人データの可用性
A社はB社と契約を結んでいます。契約条件は、支払い条件、責任の制限、および知的財産権をカバーする文書で正式に定められています。次のドキュメントのうち、これらの要素が含まれている可能性が最も高いのはどれですか？,会社AB SLA v2.docx,会社A OLA v1b.docx,会社AB NDA v03.docx,会社A MSA v3.docx
改装中、会社のコンピューター機器は、ドアの両側にカメラが配置された安全な保管室に移されました。ドアはセキュリティチームが発行したカードリーダーを使用してロックされており、セキュリティチームと部門マネージャーのみが部屋にアクセスできます。同社は、許可された従業員を友連れすることにより、保管室に入る許可されていない個人を識別できるようにしたいと考えています。次のプロセスのうち、この要件を最もよく満たすのはどれですか？,有効なアクセス要求に対応するカメラ映像を監視します。,ドアを開けるにはセキュリティと管理の両方が必要です。,部門マネージャーにアクセス拒否のリクエストを確認するように要求します。,毎週新しいエントリーバッジを発行します。
次のうちどれが会社のCI/CDパイプラインを最も保護できますか？,信頼できるシークレットマネージャーを利用する,コンテナオーケストレーションの使用を紹介する,インスタンスのタグ付けを展開する,毎週DASTを実行する
次のプロトコルのうち、PANネットワークの作成を可能にする低電力、低データレートはどれですか？,Zigbee,Modbus,CAN,DNP3
大規模な多国籍メーカーのセキュリティアーキテクトは、トラフィックを監視するためのセキュリティソリューションを設計および実装する必要があります。ソリューションを設計するとき、セキュリティアーキテクトがOTネットワークに対する攻撃を防ぐために焦点を当てるべき脅威は次のうちどれですか。,時間の経過に伴う複数の要請された応答,サポートされていない暗号化アルゴリズムの適用,サイズまたは長さが間違っているパケット,DNP3ポートでの非DNP3通信の使用
企業は、有効な資格情報を持つハッカーによって繰り返し侵害されています。同社の最高情報セキュリティ責任者（CISO）は生体認証やトークンベースの要素など、ユーザーを認証するための複数のコントロールをインストールしています。連続する各制御により、オーバーヘッドと複雑さが増しましたが、それ以上の違反を阻止することはできませんでした。外部コンサルタントが、認証制御をサポートするために現在実施されているプロセスを評価しています。次の推奨事項のうち、不正アクセスのリスクを最も減らす可能性が高いのはどれですか。,厳密な3要素認証を実装します。,最小特権ポリシーを実装する。,1回限りまたはすべてのユーザー認証に切り替えます。,識別防止手順を強化する。
技術者は、現在のサーバーハードウェアが古くなっていると判断したため、廃棄することにしました。廃棄する前に、データの残りを復元できないようにするために使用するのに最適な方法は次のうちどれですか？,物理的破壊,デガウス,ドライブワイプ,パージ
製薬会社は最近、顧客向けのWebポータル内でセキュリティ侵害を経験しました。攻撃者はSQLインジェクション攻撃を実行し、会社の管理対象データベースからテーブルをエクスポートして、顧客情報を搾取しました。同社は、IaaSモデルを利用したCSPでアプリケーションをホストしています。次の当事者のうち、最終的に違反の責任を負うのはどれですか？,製薬会社,Webポータルソフトウェアベンダー,クラウドソフトウェアプロバイダー,データベースソフトウェアベンダー
災害復旧チームは、前回の災害復旧パラレルテスト中に発生したいくつかの間違いを知りました。重要なサービスの復旧の70％で計算リソースが不足しました。問題の再発を防ぐために変更する必要があるのは次のうちどれですか？,リカバリサービスレベル(RLO),目標復旧時間,目標復旧時点,ミッションに不可欠な機能
次の用語のうち、CASBまたはサードパーティエンティティへの暗号化キーの配信を指すものはどれですか？,キーの配布,キーの回復,キーの共有,キーエスクロー
ある会社のセキュリティ・エンジニアが、競合他社が新製品を市場に投入してきたことによる最近の失敗を軽減するためのシステムを設計している。いくつかの製品には、エンジニアの会社によって開発された適切な機能強化が組み込まれています。ネットワークにはすでにSEIMとNIPSが含まれており、すべてのユーザーアクセスに2FA（二要素認証）が必要です。関連するリスクを軽減するために、エンジニアがNEXTを検討する必要があるシステムは次のうちどれですか？,DLP,UTM,データフローの実施,メールゲートウェイ
次のテクノロジーのうち、CSPが複数のデータストレージに暗号化を追加できるのはどれですか？,ビット分割,準同型暗号化,データ分散,対称暗号化
営業部門のユーザーが不審な添付ファイルを開きました。次に、営業部門がSOCに連絡して、応答しないシステムの数を調査しチームはファイルと攻撃の発信元を特定することに成功しました。インシデント対応計画の次のステップは次のうちどれですか？,封じ込め,回復,修復,応答
ネットワーキングチームは、会社の全従業員に安全なリモートアクセスを提供するように依頼されました。チームは、ソリューションとしてクライアントからサイトへのVPNを使用することを決定しました。話し合いの中で、最高情報セキュリティ責任者はセキュリティ上の懸念を提起し、ネットワークチームにリモートユーザーのインターネットトラフィックをメインオフィスのインフラストラクチャ経由でルーティングするように依頼しました。これを行うと、リモートユーザーがVPNに接続しているときにローカルネットワークを介してインターネットにアクセスできなくなります。これは次の解決策のどれを​​説明していますか？,フルトンネリング,SSHトンネリング,スプリットトンネリング,非対称ルーティング
ICS（産業用制御システム）に出力する電力量を通知するメッセージを制御するために暗号化を適用する場合、次のうち最も重要なセキュリティ目標はどれですか？,メッセージの整合性を保証する,メッセージの否認防止を保証する,メッセージのプロトコル準拠を強制する,メッセージの可用性をインポートする
セキュリティアナリストは、最近のデータ損失インシデントの原因を特定しようとしています。アナリストは、データ損失時にネットワーク上で特定されたすべての資産を取り巻くすべての時間を確認しました。アナリストは、ソースを見つける鍵がアプリケーションに難読化されていると考えています。アナリストが次に使用する必要があるツールはどれですか？,静的コード分析,ログ削減および分析ツール,ソフトウェアデコンパイラー,ネットワークエミュレーター
A社はB社を買収しました。監査中に、セキュリティエンジニアは、B社の環境に適切なパッチが適用されていないことを発見しました。これに応じて、A社はB社のインフラストラクチャをA社のセキュリティプログラムに統合できるようになるまで、2つの環境の間にファイアウォールを配置しました。次のリスク処理手法のどれが使用されましたか。,軽減する,受け入れる,回避する,転送する
会社の請求処理部門には、個人の電子メールアドレスから多数の電子メール送信を受信するモバイルワーカーがいます。従業員は最近、請求フォームを承認する電子メールを受信しましたが、開いたときに従業員のラップトップに悪意のあるソフトウェアがインストールされてしまいました。この後どのような対策をすべきでしたか？,サンドボックス機能を使用してクラウドベースのコンテンツフィルタリングを実装します。,メールゲートウェイをインストールして、受信メッセージをスキャンし、メールボックスに到達する前に添付ファイルを削除します。,アプリケーションのホワイトリストを突き刺し、請求処理部門のラップトップのホワイトリストに電子メールクライアントのみを追加します。,電子メールにアクセスする前にすべてのラップトップがVPNに接続する必要がありました。
アナリストは、インターネットに接続されたDNSサーバーに対して脆弱性スキャンを実行し、次のレポートを受け取ります。・カーネルモードドライバに特権の昇格を許す脆弱性　・SSL中強度の暗号スイートがサポートされる　・DNS解決における脆弱性によりリモートコード実行の可能性　・SMB ホスト SID がローカルユーザの列挙を可能にする脆弱性　アナリストが最も重大な脆弱性を検証するために最初に使用する必要があるツールは次のうちどれですか。,パスワードクラッカー,ポートスキャナー,搾取フレームワーク,アカウント列挙子
"ある企業は、サイバーセキュリティの防御を強化することを目指しており、ネットワークインフラストラクチャに重点を置いています。	このソリューションは、誤検知によって正当なトラフィックがドロップされないようにするために、会社のサービスの可用性に影響を与えることはできません。次のうちどれが要件を満たしますか？",NIDS,リバースプロキシ,NIPS,WAF
セキュリティエンジニアは、従業員が有線ネットワーク上の範囲内のIPアドレスを取得している問題のトラブルシューティングを行っています。エンジニアと別のPCを同じポートに追加すると、そのPCは正しい範囲のIPアドレスを取得します。次に、エンジニアは従業員のPCをワイヤレスネットワークに配置し、PCがまだ適切な範囲のIPアドレスを取得していないことを確認します。PCはすべてのソフトウェアとアンチウイルスの定義について最新であり、IPアドレスはAPIPAアドレスではありません。次のうちどれが問題である可能性が最も高いですか？,会社はVLAN割り当てに802.1xを使用しており、ユーザーまたはコンピューターが間違ったグループに属しています。,DHCPサーバーが利用できないため、IPアドレスがPCに返送されていません。,DHCPサーバーには、有線インターフェース用のPCのMACアドレスが予約されています。,WiFiネットワークがWPA2 Enterpriseを使用しており、コンピューター証明書のSANフィールドに間違ったIPアドレスがあります。
"セキュリティは、組織のソーシャルメディアプラットフォームのセキュリティを確保することでマーケティング部門を支援しています。	2つの主な懸念事項は次のとおりです。・最高マーケティング責任者（CMO）の電子メールがユーザー名として部門全体で使用されています　・パスワードは部門内で共有されています	　アナリストが推奨するのに最適なコントロールは次のうちどれですか？",他の認証への依存を減らすために、すべてのユーザーのMFAを構成します。,各メディアプラットフォームに設定されているOAuth構成を決定するために、定期的なスケジュールされたレビューを行います。,すべてのマーケティングユーザーがアクションを分離できるように、複数のソーシャルメディアアカウントを作成します。,共有されているパスワードが十分にあり、どこにも書き留められていないことを確認してください。
ネットワーキングチームは、セキュリティ管理者にWebブラウザでFlashを有効にするように依頼しました。ネットワーキングチームは、重要なレガシー組み込みシステムがさまざまなデバイスからSNMP情報を収集すると説明しました。システムは、Flashを実行しているWebブラウザを介してのみ管理できます。組み込みシステムは1年以内に交換されますが、現時点では依然として重要です。リスクを軽減するために、セキュリティ管理者は次のうちどれを行う必要がありますか。,管理インターフェイスをプライベートVLANに分離し、VM内のレガシーブラウザを必要に応じて使用してシステムを管理できるようにします。,レガシーシステムをネットワークからエアギャップし、使用済みOSを搭載したラップトップを専用にして、管理用のクロスケーブルを介してシステムに接続します。,Flashが利用できなくなった理由をネットワーキングチームに説明し、チームが交換のスケジュールを早めるように主張します。,ネットワークチームが元の組み込みシステムのベンダーに連絡して、Flashを必要としないシステムのアップデートを入手することを提案します。
クライアントは、認証を必要としない一連の負荷分散APIにアクセスしようとすると速度が低下することを報告しています。APIをホストするサーバーは、CPU使用率が高いことを示しています。APIの前にあるWAFにはアラートが見つかりません。パフォーマンスの問題をタイムリーに解決するために、セキュリティエンジニアが推奨するのは次のうちどれですか？,APIにレート制限を実装します。,APIに入力検証を実装します。,APIにOAuth2.0を実装します。,WAFにジオブロッキングを実装します。
セキュリティアナリストは、組織のコンテナ化の概念を研究しています。アナリストは、利用可能なリソースを過剰に消費している単一のアプリケーションが原因で、Dockerホストで発生する可能性のあるリソース枯渇シナリオを懸念しています。次のLinuxのコアコ​​ンセプトのうち、コンテナへのリソース割り当てを制限する機能を最もよく反映しているのはどれですか？,Cgroups,デバイスマッパー,ユニオンファイルシステムオーバーレイ,Linux名前空間
"SOCアナリストは、外部の公開されたWebサーバーでの悪意のあるアクティビティを確認しています。調査中に、アナリストは特定のトラフィックがログに記録されておらず、WebアプリケーションのWAFからの可視性がないと判断しました。	次のうち、最も可能性の高い原因はどれですか。",WAFの証明書の有効期限が切れています。,古くて脆弱な暗号スイートはまだ使用されています。,ユーザーエージェントクライアントはWAFと互換性がありません。,HTTPトラフィックは復号化するためにHTTPSに転送されていません。
"HVAC請負業者は、会社内で機器の問題をリモートでサポート/トラブルシューティングするためのネットワーク接続許可を要求しました。現在、この会社には、ベンダーが企業ネットワークにリモートアクセスできるようにするプロセスがありません。次のソリューションのうち、請負業者のアクセスを許可するための最善の行動方針を表すものはどれですか？	",企業ネットワークにアクセスできない専用セグメントを作成するベンダーアクセス専用のVPNハードウェアを実装する,既存のネットワークにベンダーの機器を追加する標準の企業VPNを介してベンダーにアクセスを許可する,ベンダーの認定プロセスを確立する認定ベンダーがVDIにアクセスして、HVAC機器を監視および保守できるようにする,ベンダーに標準のデスクトップPCを提供して機器を接続し、ベンダーに標準の企業VPNを介したアクセスを提供します
"ある会社は、クラウドベースのインフラストラクチャを利用する完全にリモートの労働力を構築することを計画しています。最高情報セキュリティ責任者は、セキュリティエンジニアに、次の要件を満たすように接続を設計するように依頼します。・クラウドプロバイダーがホストするサーバーに直接アクセスできるのは、企業所有のデバイスを使用しているユーザーのみです。・会社は、個々のユーザーがアクセスできるSaaSアプリケーションを制御できます。	・ユーザーのブラウザアクティビティを監視できます。	次のソリューションのうち、これらの要件を最もよく満たすのはどれですか？",VPN、CASB、SWG,IAMゲートウェイ、MDM、およびリバースプロキシ,APIゲートウェイ、UEM、およびフォワードプロキシ,SSLトンネル、DLP、およびホストベースのファイアウォール
医用画像会社のシステム管理者は、汎用ファイル サーバー上で保護医療情報 (PHI) を検出します。管理者が次に実行する手順はどれですか。,すべての PHI を独自の VLAN で分離し、レイヤ 2 で分離したままにします。,サーバーの MD5ハッシュを取得します。,法務部門に相談するまで、ネットワークからすべてのPHI を削除します。,法務部門に相談して、法的要件を決定します。
最高情報セキュリティ責任者(CISO)が銀行のリスク委員会に最新の指標を提供する目的は、次のことを確認することです。,サイバーセキュリティの予算は年々増加しています。,委員会は、どれだけの作業が行われているかを把握しています。,事業部門は、独自の軽減策に責任を負います。,銀行はサイバーセキュリティリスクの状況を認識しています。
小規模な地方銀行の最高情報セキュリティ責任者 (CISO) は、コア バンキング アプリケーションのサードパーティ侵入テストを毎年実施する必要があるというコンプライアンス要件を持っています。次のサービスのうち、リソース使用量が最も少ないコンプライアンス要件を満たすのはどれですか。,Red-team hunting,Black-box testing,Gray-box testing,Blue-team exercises
特定のジョブタスクに不可欠な情報のみを表示できるシステムの設計は、以下を使用することで正常に達成できます。,ロールベースのアクセス制御,職務の分離,ジョブローテーション,任意アクセス
次のうち、CoC(Chain of Custody:管理の連鎖)が壊れた場合に何が起こるかを最もよく表しているのはどれですか。,重要な証拠は容認できないと見なされる可能性がある。,証拠は法廷では提出されません。,証拠を回収する必要があります。,追跡レコードの詳細に適切なラベルが付けられていません。
SOCは、最近のインシデントの後、プロセスと手順を見直しています。このレビューでは、感染した宿主を隔離することが最善の行動であると判断するまでに30分以上かかったことが示されています。これにより、マルウェアが封じ込められる前に、追加のホストに拡散されてしまいました。インシデント対応プロセスを改善するのに最適なのは、次のうちどれですか。,許容される使用に関する追加のエンドユーザートレーニングの提供,より良い意思決定ポイントでプレイブックを更新する,ネットワークを信頼ゾーンと非信頼ゾーンに分割する,感染したホストの手動隔離の実装
